Ordernummer;Status;EAN;bSKU;Artikelomschrijving;"Aantal
besteld";"Aantal
geleverd";"Aantal
geannuleerd";"Datum
besteld";"Datum
beloofde_levering";"Datum
verstuurd";"Verkoopprijs
item";"Verkoopprijs
order";Land;Annuleringsreden
4344257570;Verstuurd;7101123330821;2950002394165;Universele afstandsbediening controller voor Samsung | HDTV's | LED | SMART TV;1;1;;9/13/17;;9/13/17;€ 14,65;€ 14,65;NL;
4344240620;Verstuurd;8719481890476;2950002163228;Fidget Cube Wit/Zwart;1;1;;9/13/17;;9/13/17;€ 12,95;€ 12,95;NL;
4344235380;Verstuurd;0612070222659;2950002131135;Paspoorthoes - Kunstlederen Paspoorthouder - Paspoortmapje - Paspoort Hoesje - Rood Design;1;1;;9/13/17;;9/14/17;€ 7,50;€ 7,50;NL;
4344214950;Verstuurd;8719322393210;2950001572533;3D Slaapmasker;1;1;;9/13/17;;9/13/17;€ 8,80;€ 8,80;NL;
4344208590;Verstuurd;8719322393210;2950001572533;3D Slaapmasker;1;1;;9/13/17;;9/14/17;€ 8,80;€ 8,80;NL;
4344250230;Verstuurd;8718637921743;2950002070380;Digitale Alcohol Tester;1;1;;9/13/17;;9/13/17;€ 22,95;€ 22,95;BE;
4344297780;Verstuurd;0815373022043;2950002084813;PopSockets: Palm Trees;1;1;;9/13/17;;9/13/17;€ 18,50;€ 18,50;BE;
4342682600;Verstuurd;8718722322004;2950002085537;Draadloze Hands-free FM Transmitter - 3.5mm;1;1;;9/12/17;;9/12/17;€ 12,60;€ 12,60;BE;
4342764040;Verstuurd;8719128675510;2950001455140;DSLR / Nikon / Canon / Sony Vintage Nek Strap Band Polka Dots Zwart;1;1;;9/12/17;;9/12/17;€ 19,40;€ 19,40;NL;
4342754370;Verstuurd;8702131255312;2950002220037;LGBT - Gay - Regenboog vlag - 90x150cm;1;1;;9/12/17;9/15/17;9/14/17;€ 9,69;€ 9,69;NL;
4342745870;Verstuurd;7106583210409;2950002173852;Mini MP3 speler met in-ear koptelefoon Zilver;1;1;;9/12/17;;9/12/17;€ 13,50;€ 13,50;NL;
4342720470;Verstuurd;8719322393807;2950001455089;Krijtbord Stift / Schoolbord Stift / Krijtmarkers / Krijtstift Set 2 Stuks Wit;1;1;;9/12/17;;9/12/17;€ 9,50;€ 9,50;BE;
4342714500;Verstuurd;3964871003409;2950001668472;Zonnebril houder auto;1;1;;9/12/17;;9/12/17;€ 8,50;€ 8,50;BE;
4342702160;Verstuurd;8719322398413;2950002394424;Premium Okselpads Katoen - 50 X Wit - Anti Transpirant Zweet Pads;1;1;;9/12/17;;9/12/17;€ 12,65;€ 12,65;NL;
4342701030;Verstuurd;8718627931714;2950002153373;Micro SD / TF USB 2.0 kaartlezer (klein) + suede OPBERGTASJE van ABC-LED;1;1;;9/12/17;;9/12/17;€ 6,30;€ 6,30;NL;
4342673000;Verstuurd;7433640144125;2950002394233;11 inch Sleeve - Cover - Case - Beschermhoes voor MacBook, Laptop, Ultrabook;1;1;;9/12/17;;9/12/17;€ 14,25;€ 14,25;NL;
4342778760;Verstuurd;5060122241731;2950002221799;FEG Wimperserum - Eyelash Enhancer;1;1;;9/12/17;;9/12/17;€ 11,00;€ 11,00;BE;
4342894010;Verstuurd;8719322391049;2950002128487;1080P Full HD - Wii Naar HDMI Adapter / Converter / Kabel / Omvormer;1;1;;9/12/17;;9/12/17;€ 20,50;€ 20,50;NL;
4342657300;Verstuurd;0634154990117;2950002419202;Fitbit Charge 2 Milanese Horloge Bandje met magneetsluiting - Maat M - Rose Goud;1;1;;9/12/17;;9/12/17;€ 27,45;€ 27,45;BE;
4342794450;Verstuurd;8719481890476;2950002163228;Fidget Cube Wit/Zwart;1;1;;9/12/17;;9/12/17;€ 12,95;€ 12,95;NL;
4342811520;Verstuurd;8702131255312;2950002220037;LGBT - Gay - Regenboog vlag - 90x150cm;1;1;;9/12/17;;9/12/17;€ 9,69;€ 9,69;NL;
4342823620;Verstuurd;3437802012035;2950002340209;Mini USB 3.0 - Memory Card Reader Adapter - card reader - SD card reader - SD kaart reader - DisQounts;1;1;;9/12/17;;9/12/17;€ 14,95;€ 14,95;NL;
4342831990;Verstuurd;0612070225179;2950002340728;Kitchen Brothers Vingerbeschermer -  Snij Protector Keuken û Keukenhandschoen - 2 stuks;1;1;;9/12/17;;9/12/17;€ 12,80;€ 12,80;NL;
4342877150;Verstuurd;7434004427410;2950002340513;Vlinder Muursticker - Kleurveranderende LED verlichting - Set 5 Stuks;1;1;;9/12/17;;9/12/17;€ 13,20;€ 13,20;BE;
4342921320;Verstuurd;7107109701104;2950001703579;Milanees bandje Zilver geschikt voor Fitbit Charge 2;1;1;;9/12/17;;9/12/17;€ 17,00;€ 17,00;NL;
4342889240;Verstuurd;8719326002378;2950002108359;GoPro Housing Clip û GoPro Housing Lock Kunststof - Zwart - Sluiting - 1 Stuks;1;1;;9/12/17;;9/12/17;€ 9,95;€ 9,95;NL;
4342904820;Verstuurd;8719322390950;2950002340254;Sleutelmapje Zwart - Sleutelhoes - Autosleutels / Huissleutels Opberger;3;3;;9/12/17;;9/12/17;€ 10,60;€ 31,80;NL;
4342911440;Verstuurd;8719322393210;2950001572533;3D Slaapmasker;1;1;;9/12/17;;9/12/17;€ 8,80;€ 8,80;NL;
4342916900;Verstuurd;8719322398413;2950002394424;Premium Okselpads Katoen - 50 X Wit - Anti Transpirant Zweet Pads;1;1;;9/12/17;9/13/17;9/12/17;€ 12,65;€ 12,65;NL;
4342625100;Verstuurd;6000115042043;2950002327736;Portal Into Minecraft - 3D Plak Poster;1;1;;9/12/17;;9/12/17;€ 24,95;€ 24,95;BE;
4342881100;Verstuurd;8719244532674;2950002331214;DisQounts - Weeglepel - keukengadgets - digitale lepelweegschaal - keukenweegschalen - lepelweegschaal - Een zeer praktische weegschaal;1;1;;9/12/17;;9/12/17;€ 18,96;€ 18,96;NL;
4342472590;Verstuurd;8719322393807;2950001455089;Krijtbord Stift / Schoolbord Stift / Krijtmarkers / Krijtstift Set 2 Stuks Wit;1;1;;9/12/17;;9/12/17;€ 9,50;€ 9,50;BE;
4342988780;Verstuurd;0700381814127;2950001601509;Taartsnijder;1;1;;9/12/17;;9/12/17;€ 10,50;€ 10,50;NL;
4342341440;Verstuurd;8718627931714;2950002153373;Micro SD / TF USB 2.0 kaartlezer (klein) + suede OPBERGTASJE van ABC-LED;1;1;;9/12/17;;9/12/17;€ 6,30;€ 6,30;BE;
4342942240;Verstuurd;5060122241731;2950002221799;FEG Wimperserum - Eyelash Enhancer;1;1;;9/12/17;;9/12/17;€ 11,00;€ 11,00;NL;
4342377360;Verstuurd;8719627014346;2950001703555;Fitbit Charge 2 Milanese Horloge Bandje Maat L - Zilver;1;1;;9/12/17;9/12/17;9/12/17;€ 27,65;€ 27,65;NL;
4342377360;Verstuurd;0634154990070;2950002108045;Fitbit Charge 2 Milanese Horloge Bandje met magneetsluiting - Maat L - Rose Goud;1;1;;9/12/17;9/12/17;9/12/17;€ 35,50;€ 35,50;NL;
4342377390;Verstuurd;8719322393210;2950001572533;3D Slaapmasker;1;1;;9/12/17;;9/12/17;€ 8,80;€ 8,80;BE;
4342397720;Verstuurd;3437802012035;2950002340209;Mini USB 3.0 - Memory Card Reader Adapter - card reader - SD card reader - SD kaart reader - DisQounts;1;1;;9/12/17;9/12/17;9/12/17;€ 14,95;€ 14,95;NL;
4342400120;Verstuurd;8719322130723;2950002393823;Cassette adapter voor in de auto;1;1;;9/12/17;;9/12/17;€ 9,99;€ 9,99;NL;
4342407990;Verstuurd;8718546656101;2950002398101;Gordelbeschermer - Gordelbeschermhoes - Gordelhoes - Set 2 stuks;1;1;;9/12/17;;9/12/17;€ 9,20;€ 9,20;NL;
4342409230;Verstuurd;8718546656101;2950002398101;Gordelbeschermer - Gordelbeschermhoes - Gordelhoes - Set 2 stuks;1;1;;9/12/17;;9/12/17;€ 9,20;€ 9,20;NL;
4342431970;Verstuurd;3437802012578;2950002394066;Camera hand strap - grip - camera stabilisator - digitale camera - universele hand strap voor oa DSLR / Nikon / Canon / Sony - DisQounts;1;1;;9/12/17;;9/12/17;€ 12,90;€ 12,90;BE;
4342341870;Verstuurd;8719322393210;2950001572533;3D Slaapmasker;1;1;;9/12/17;;9/12/17;€ 8,80;€ 8,80;NL;
4342465340;Verstuurd;8719322393807;2950001455089;Krijtbord Stift / Schoolbord Stift / Krijtmarkers / Krijtstift Set 2 Stuks Wit;1;1;;9/12/17;;9/12/17;€ 9,50;€ 9,50;BE;
4342619460;Verstuurd;8718627928745;2950002075392;18650 Batterij & oplader;1;1;;9/12/17;;9/12/17;€ 17,95;€ 17,95;NL;
4342502030;Verstuurd;0612070224998;2950002393489;LifeGoods Luxe RVS Tandenborstelhouder û Scheermeshouder û Badkamer Gadget;1;1;;9/12/17;;9/12/17;€ 19,90;€ 19,90;NL;
4342506920;Verstuurd;8718637965358;2950002173760;Mini MP3 Speler [zwart] + oordopjes en opbergtas;1;1;;9/12/17;;9/12/17;€ 14,95;€ 14,95;NL;
4342516920;Verstuurd;8702131255312;2950002220037;LGBT - Gay - Regenboog vlag - 90x150cm;1;1;;9/12/17;;9/12/17;€ 9,69;€ 9,69;BE;
4342523280;Verstuurd;8718627928745;2950002075392;18650 Batterij & oplader;1;1;;9/12/17;9/12/17;9/12/17;€ 17,95;€ 17,95;NL;
4342528640;Verstuurd;7101123330821;2950002394165;Universele afstandsbediening controller voor Samsung | HDTV's | LED | SMART TV;1;1;;9/12/17;;9/12/17;€ 14,65;€ 14,65;NL;
4342529550;Verstuurd;3437802014589;2950002340117;Dameshorloge - stijlvol dames horloge - horloges - wit - Quartz - DisQounts;1;1;;9/12/17;;9/12/17;€ 12,75;€ 12,75;NL;
4342535940;Verstuurd;8718637965358;2950002173760;Mini MP3 Speler [zwart] + oordopjes en opbergtas;1;1;;9/12/17;;9/12/17;€ 14,95;€ 14,95;BE;
4342543930;Verstuurd;8719172173789;2950001950003;FitBit Charge 2 Milanees Bandje Set | Milanese Stainless Steel FitBit Bands Black & Silver;1;1;;9/12/17;;9/12/17;€ 29,65;€ 29,65;BE;
4342589550;Verstuurd;0634154990568;2950002107642;Fitbit Charge 2 Milanese Horloge Bandje met magneetsluiting - Maat M - Zilver;1;1;;9/12/17;;9/12/17;€ 27,65;€ 27,65;NL;
4342607540;Verstuurd;0859184004317;2950002428402;PopSockets: The Sound;1;1;;9/12/17;;9/12/17;€ 13,95;€ 13,95;NL;
4342616350;Verstuurd;7107102614609;2950001949991;Milanees bandje RosΘgoud geschikt voor Fitbit Charge 2;1;1;;9/12/17;;9/12/17;€ 22,89;€ 22,89;NL;
4342442180;Verstuurd;0859184004362;2950002428273;PopSockets: Ceiling;1;1;;9/12/17;;9/12/17;€ 9,65;€ 9,65;NL;
4343334280;Verstuurd;7091138323478;2950002340230;Stevige verzinkte sleutelhanger met lederen details - NBH«;1;1;;9/12/17;;9/13/17;€ 8,99;€ 8,99;BE;
4343230610;Verstuurd;3437802015012;2950002340131;Riem - leren riem - herenriem - broekriem - bruin - 100 cm - DisQounts;1;1;;9/12/17;;9/12/17;€ 15,66;€ 15,66;BE;
4343230610;Verstuurd;3437802015029;2950002340148;Riem - leren riem - herenriem - broekriem - zwart - 100 cm - DisQounts;1;1;;9/12/17;;9/12/17;€ 15,66;€ 15,66;BE;
4343238620;Verstuurd;8719322130723;2950002393823;Cassette adapter voor in de auto;1;1;;9/12/17;9/14/17;9/13/17;€ 9,99;€ 9,99;NL;
4343238920;Verstuurd;3437802012035;2950002340209;Mini USB 3.0 - Memory Card Reader Adapter - card reader - SD card reader - SD kaart reader - DisQounts;1;1;;9/12/17;;9/12/17;€ 14,95;€ 14,95;NL;
4343247670;Verstuurd;8718836383120;2950002094829;"""Qatrixx CrystalGuard Keyboard Cover Protector Toetsenbord bescherming Macbook Air, Pro Black Zwart""";1;1;;9/12/17;;9/12/17;€ 7,50;€ 7,50;NL;
4343248690;Verstuurd;0642968191330;2950001881888;Muursticker Wereldkaart Dieren Full Color - Kinderkamer - 95 x 73 cm - Mooiaandemuur;1;1;;9/12/17;;9/12/17;€ 19,65;€ 19,65;NL;
4343269090;Verstuurd;8718546656101;2950002398101;Gordelbeschermer - Gordelbeschermhoes - Gordelhoes - Set 2 stuks;1;1;;9/12/17;;9/13/17;€ 9,20;€ 9,20;NL;
4343280480;Verstuurd;7091135610441;2950002394196;Premium Wijnstopper - Flessenstop / Wijnstop Voor Wijn - Wijnafsluiter Vacuum Pomp;1;1;;9/12/17;;9/13/17;€ 12,85;€ 12,85;NL;
4343283470;Verstuurd;8718722322004;2950002085537;Draadloze Hands-free FM Transmitter - 3.5mm;1;1;;9/12/17;9/14/17;9/13/17;€ 12,60;€ 12,60;BE;
4343287180;Verstuurd;8719324505000;2950001772834;Slaapmasker 3D Oogmasker Voor Heerlijk Slapen Thuis of op Reis. Slaapmasker 3D voor vrije beweging van ogen.;1;1;;9/12/17;;9/13/17;€ 7,50;€ 7,50;BE;
4343225310;Verstuurd;0602701054704;2950002393991;Zonnekap HB-N106 voor Nikon lens 18-55 D3300 D5500 10-100;1;1;;9/12/17;;9/12/17;€ 14,50;€ 14,50;NL;
4343329310;Verstuurd;8718868738431;2950002149413;Toilettas roze zwart leopard luipaard dessin | Make up tas | Make-up organizer | Cosmetica tas | Reis organiser;1;1;;9/12/17;;9/13/17;€ 16,50;€ 16,50;BE;
4343419060;Verstuurd;7296667824322;2950002398125;Honx Quartz - Bruin;1;1;;9/12/17;9/13/17;9/13/17;€ 9,95;€ 9,95;NL;
4343368470;Verstuurd;8719322391049;2950002128487;1080P Full HD - Wii Naar HDMI Adapter / Converter / Kabel / Omvormer;1;1;;9/12/17;;9/13/17;€ 20,50;€ 20,50;NL;
4343370570;Verstuurd;8719497905041;2950002393519;USB Type C (3.1) Gigabit Hub Met Ethernet / LAN Internet Adapter - Macbook & Chromebook;1;1;;9/12/17;;9/13/17;€ 31,90;€ 31,90;NL;
4343388140;Verstuurd;8719322398413;2950002394424;Premium Okselpads Katoen - 50 X Wit - Anti Transpirant Zweet Pads;1;1;;9/12/17;;9/13/17;€ 12,65;€ 12,65;NL;
4343390540;Verstuurd;8719627014346;2950001703555;Fitbit Charge 2 Milanese Horloge Bandje Maat L - Zilver;1;1;;9/12/17;;9/13/17;€ 27,65;€ 27,65;NL;
4343403590;Verstuurd;8719627014346;2950001703555;Fitbit Charge 2 Milanese Horloge Bandje Maat L - Zilver;1;1;;9/12/17;9/13/17;9/13/17;€ 27,65;€ 27,65;NL;
4343409110;Verstuurd;0635131933769;2950002334642;USA naar Europa (EU) Adapter verloop stekker;1;1;;9/12/17;;9/13/17;€ 6,95;€ 6,95;BE;
4343416350;Verstuurd;8719497905041;2950002393519;USB Type C (3.1) Gigabit Hub Met Ethernet / LAN Internet Adapter - Macbook & Chromebook;1;1;;9/12/17;;9/13/17;€ 31,90;€ 31,90;NL;
4343416430;Verstuurd;0602701049526;2950002394004;Zonnekap ET-60 II voor Canon lens 75-300 90-400 55-250;1;1;;9/12/17;;9/13/17;€ 14,35;€ 14,35;NL;
4342944230;Verstuurd;8719322390950;2950002340254;Sleutelmapje Zwart - Sleutelhoes - Autosleutels / Huissleutels Opberger;1;1;;9/12/17;;9/13/17;€ 10,60;€ 10,60;NL;
4343419450;Verstuurd;8718836383120;2950002094829;"""Qatrixx CrystalGuard Keyboard Cover Protector Toetsenbord bescherming Macbook Air, Pro Black Zwart""";1;1;;9/12/17;;9/13/17;€ 7,50;€ 7,50;NL;
4342972910;Verstuurd;8719558190812;2950001839223;RRJ Silicone Make-Up Spons - Transparant;1;1;;9/12/17;;9/12/17;€ 6,70;€ 6,70;BE;
4343319390;Verstuurd;0859184004317;2950002428402;PopSockets: The Sound;1;1;;9/12/17;;9/12/17;€ 13,95;€ 13,95;NL;
4342988530;Verstuurd;0602701054704;2950002393991;Zonnekap HB-N106 voor Nikon lens 18-55 D3300 D5500 10-100;1;1;;9/12/17;;9/12/17;€ 14,50;€ 14,50;BE;
4343207750;Verstuurd;8719288301380;2950002394288;Macbook Sleeve Voor MacBook Pro 13 / MacBook Retina 13 inch - Laptoptas - Laptop Sleeve met rits - Mint Groen;1;1;;9/12/17;;9/12/17;€ 19,89;€ 19,89;NL;
4342957970;Verstuurd;0631912162083;2950002419639;FitBit Charge 2 Milanees Bandje Zilver - Milanese Stainless Steel FitBit Band Silver;1;1;;9/12/17;;9/12/17;€ 18,20;€ 18,20;BE;
4343006080;Verstuurd;8718546656101;2950002398101;Gordelbeschermer - Gordelbeschermhoes - Gordelhoes - Set 2 stuks;1;1;;9/12/17;;9/12/17;€ 9,20;€ 9,20;NL;
4343013180;Verstuurd;7434004236241;2950002142568;Oortjes/ oordopjes/ headset geschikt voor samsung galaxy S6, S7;1;1;;9/12/17;;9/12/17;€ 8,19;€ 8,19;NL;
4343021470;Verstuurd;8719324879460;2950002393373;Kruidenstripper - Kruidensnijder - Boerenkool Stripper - Kruid Stripper Rozemarijn Tijm Snijbiet Basilicum Blad Kruid Stripper Keuken Gadget Groente Gereedschap stripper;1;1;;9/12/17;;9/12/17;€ 8,90;€ 8,90;NL;
4343036540;Verstuurd;8718836383120;2950002094829;"""Qatrixx CrystalGuard Keyboard Cover Protector Toetsenbord bescherming Macbook Air, Pro Black Zwart""";1;1;;9/12/17;;9/12/17;€ 7,50;€ 7,50;BE;
4343044930;Verstuurd;8718627928745;2950002075392;18650 Batterij & oplader;1;1;;9/12/17;;9/12/17;€ 17,95;€ 17,95;BE;
4343089570;Geannuleerd;8718722322004;2950002085537;Draadloze Hands-free FM Transmitter - 3.5mm;1;;1;9/12/17;;;€ 12,60;€ 12,60;BE;Geannuleerd door de klant
4343090470;Verstuurd;8719322398413;2950002394424;Premium Okselpads Katoen - 50 X Wit - Anti Transpirant Zweet Pads;1;1;;9/12/17;;9/12/17;€ 12,65;€ 12,65;NL;
4343096660;Verstuurd;8718722322004;2950002085537;Draadloze Hands-free FM Transmitter - 3.5mm;1;1;;9/12/17;;9/12/17;€ 12,60;€ 12,60;BE;
4343100100;Verstuurd;8719244391387;2950002149208;Fitbit Charge HR oplaad kabel zwart;1;1;;9/12/17;;9/12/17;€ 9,49;€ 9,49;NL;
4343110830;Verstuurd;8719497906970;2950002340193;All In One USB 2.0 Geheugenkaartlezer CF/MS/TF/M2/(micro)SD Kaartlezer - Memory Card Kaart Reader - PC & Mac;1;1;;9/12/17;;9/12/17;€ 13,20;€ 13,20;NL;
4343163640;Verstuurd;6000115042043;2950002327736;Portal Into Minecraft - 3D Plak Poster;1;1;;9/12/17;;9/12/17;€ 24,95;€ 24,95;NL;
4343193820;Verstuurd;7434009183199;2950002428440;Popsocket Popsockets Style Buttonhouder The Sound;1;1;;9/12/17;;9/12/17;€ 13,95;€ 13,95;NL;
4343119150;Verstuurd;8719322677532;2950002394370;Shock Proof Hard Case met TPU Soft Frame  hoesje voor Iphone 5/5S/SE- Transparant Doorzichtig;1;1;;9/12/17;;9/13/17;€ 9,10;€ 9,10;NL;
4343177900;Verstuurd;8719322393210;2950001572533;3D Slaapmasker;1;1;;9/12/17;;9/12/17;€ 8,80;€ 8,80;NL;
4343193810;Verstuurd;0000003375457;2950001572564;Blauwe Paspoort Protector - Beschermhoes - Paspoorthouder - Cover - Mapje;1;1;;9/12/17;;9/12/17;€ 10,20;€ 10,20;BE;
4343157730;Bestelling wordt verwerkt;7101123330821;2950002394165;Universele afstandsbediening controller voor Samsung | HDTV's | LED | SMART TV;1;;;9/12/17;;;€ 14,65;€ 14,65;NL;
4343156500;Verstuurd;8718637921743;2950002070380;Digitale Alcohol Tester;1;1;;9/12/17;;9/12/17;€ 22,95;€ 22,95;BE;
4343142400;Verstuurd;0634154990070;2950002108045;Fitbit Charge 2 Milanese Horloge Bandje met magneetsluiting - Maat L - Rose Goud;1;1;;9/12/17;;9/12/17;€ 35,50;€ 35,50;BE;
4343134500;Verstuurd;8719497906970;2950002340193;All In One USB 2.0 Geheugenkaartlezer CF/MS/TF/M2/(micro)SD Kaartlezer - Memory Card Kaart Reader - PC & Mac;1;1;;9/12/17;;9/12/17;€ 13,20;€ 13,20;NL;
4343133590;Verstuurd;8719497908417;2950002392956;Milanees Horloge Band Voor de Fitbit Alta (HR) - Metalen Milanese Watchband - Large / Small Armband RVS - Goud;1;1;;9/12/17;;9/12/17;€ 27,70;€ 27,70;NL;
4343127650;Verstuurd;8719497905041;2950002393519;USB Type C (3.1) Gigabit Hub Met Ethernet / LAN Internet Adapter - Macbook & Chromebook;1;1;;9/12/17;;9/12/17;€ 31,90;€ 31,90;BE;
4343193660;Verstuurd;0815373022043;2950002084813;PopSockets: Palm Trees;1;1;;9/12/17;;9/12/17;€ 18,50;€ 18,50;BE;
4341682070;Verstuurd;7106583210409;2950002173852;Mini MP3 speler met in-ear koptelefoon Zilver;1;1;;9/11/17;;9/11/17;€ 13,50;€ 13,50;BE;
4341675840;Verstuurd;8718868827876;2950002334833;Mini Spycam Video MD80;1;1;;9/11/17;;9/11/17;€ 27,95;€ 27,95;BE;
4341673960;Verstuurd;8719322233370;2950001486946;Kussenhoes Herfst  - 45x45 cm orange;1;1;;9/11/17;;9/11/17;€ 14,99;€ 14,99;NL;
4341665500;Verstuurd;0634154990568;2950002107642;Fitbit Charge 2 Milanese Horloge Bandje met magneetsluiting - Maat M - Zilver;1;1;;9/11/17;;9/11/17;€ 27,65;€ 27,65;NL;
4341637060;Verstuurd;8719322391049;2950002128487;1080P Full HD - Wii Naar HDMI Adapter / Converter / Kabel / Omvormer;1;1;;9/11/17;;9/11/17;€ 21,50;€ 21,50;NL;
4341604110;Verstuurd;8719322130723;2950002393823;Cassette adapter voor in de auto;1;1;;9/11/17;;9/11/17;€ 9,99;€ 9,99;NL;
4341600310;Verstuurd;8719322393807;2950001455089;Krijtbord Stift / Schoolbord Stift / Krijtmarkers / Krijtstift Set 2 Stuks Wit;1;1;;9/11/17;;9/11/17;€ 9,50;€ 9,50;BE;
4341596870;Verstuurd;8719322393807;2950001455089;Krijtbord Stift / Schoolbord Stift / Krijtmarkers / Krijtstift Set 2 Stuks Wit;1;1;;9/11/17;;9/11/17;€ 9,50;€ 9,50;BE;
4341832480;Verstuurd;8718637965358;2950002173760;Mini MP3 Speler [zwart] + oordopjes en opbergtas;1;1;;9/11/17;;9/11/17;€ 14,95;€ 14,95;NL;
4341729890;Verstuurd;8719244535545;2950002393571;Neustrimmer û Mini trimmer û Neushaartrimmer û Voor mannen en vrouwen - DisQounts;1;1;;9/11/17;;9/11/17;€ 11,90;€ 11,90;NL;
4341576380;Verstuurd;0612070224998;2950002393489;LifeGoods Luxe RVS Tandenborstelhouder û Scheermeshouder û Badkamer Gadget;1;1;;9/11/17;;9/11/17;€ 19,90;€ 19,90;NL;
4341696280;Verstuurd;7091029151340;2950002340377;1 x Nagelriem duwer / Cuticle pusher, en 1 x nagelriem verwijder tool - NBH«;1;1;;9/11/17;;9/11/17;€ 8,45;€ 8,45;BE;
4341698920;Verstuurd;8719322130723;2950002393823;Cassette adapter voor in de auto;1;1;;9/11/17;;9/11/17;€ 9,99;€ 9,99;BE;
4341698950;Verstuurd;0634154990070;2950002108045;Fitbit Charge 2 Milanese Horloge Bandje met magneetsluiting - Maat L - Rose Goud;1;1;;9/11/17;9/13/17;9/12/17;€ 35,50;€ 35,50;NL;
4341701430;Verstuurd;0000003435465;2950002394356;Bivakmuts voor Snowboarden - Skiδn - Wielrennen - Schaatsen - Nekwarmer - One Size - Volwassenen - Zwart;1;1;;9/11/17;;9/11/17;€ 11,92;€ 11,92;BE;
4341812810;Verstuurd;7433640144125;2950002394233;11 inch Sleeve - Cover - Case - Beschermhoes voor MacBook, Laptop, Ultrabook;1;1;;9/11/17;;9/11/17;€ 14,25;€ 14,25;NL;
4341718060;Verstuurd;8719172668223;2950002334765;Brauch USB Verleng Splitter kabel Male naar 2x Female;1;1;;9/11/17;;9/11/17;€ 13,95;€ 13,95;NL;
4341739160;Verstuurd;7433640144125;2950002394233;11 inch Sleeve - Cover - Case - Beschermhoes voor MacBook, Laptop, Ultrabook;1;1;;9/11/17;;9/11/17;€ 14,25;€ 14,25;BE;
4341761790;Verstuurd;8719322393807;2950001455089;Krijtbord Stift / Schoolbord Stift / Krijtmarkers / Krijtstift Set 2 Stuks Wit;1;1;;9/11/17;;9/11/17;€ 9,50;€ 9,50;NL;
4341793620;Verstuurd;8719322130723;2950002393823;Cassette adapter voor in de auto;1;1;;9/11/17;;9/11/17;€ 9,99;€ 9,99;NL;
4341548260;Geannuleerd;0000003435465;2950002394356;Bivakmuts voor Snowboarden - Skiδn - Wielrennen - Schaatsen - Nekwarmer - One Size - Volwassenen - Zwart;1;;1;9/11/17;;;€ 11,92;€ 11,92;BE;Geannuleerd door de klant
4341345390;Verstuurd;3437802012035;2950002340209;Mini USB 3.0 - Memory Card Reader Adapter - card reader - SD card reader - SD kaart reader - DisQounts;1;1;;9/11/17;;9/11/17;€ 14,95;€ 14,95;NL;
4341712090;Verstuurd;2000004841973;2950002220273;Magneetbril;1;1;;9/11/17;;9/11/17;€ 19,95;€ 19,95;NL;
4341559550;Verstuurd;0859184004362;2950002428273;PopSockets: Ceiling;1;1;;9/11/17;;9/11/17;€ 9,65;€ 9,65;NL;
4341163590;Verstuurd;8718722322004;2950002085537;Draadloze Hands-free FM Transmitter - 3.5mm;1;1;;9/11/17;;9/12/17;€ 12,60;€ 12,60;NL;
4341169700;Verstuurd;0634154990568;2950002107642;Fitbit Charge 2 Milanese Horloge Bandje met magneetsluiting - Maat M - Zilver;1;1;;9/11/17;;9/11/17;€ 27,65;€ 27,65;NL;
4341197760;Verstuurd;0635131890819;2950001455188;Anti Snurk Beugel - Snurkbeugel - Anti Snurken - Stop met snurken - Geen gesnurk;1;1;;9/11/17;;9/11/17;€ 17,95;€ 17,95;NL;
4341230060;Verstuurd;8718722322004;2950002085537;Draadloze Hands-free FM Transmitter - 3.5mm;1;1;;9/11/17;;9/11/17;€ 12,60;€ 12,60;NL;
4341240830;Verstuurd;7433607963967;2950001984671;Pop Up Phone Button Socket - Kleurrijk - Selfie Houder / Telefoonhouder;1;1;;9/11/17;;9/11/17;€ 9,95;€ 9,95;BE;
4341245970;Verstuurd;8719325021561;2950001530267;Stoer kinderhorloge met leger/camouflage print in de kleur blauw;1;1;;9/11/17;;9/11/17;€ 8,99;€ 8,99;NL;
